Ingredient name,Role in formulation
Polyglyceryl-5 Tristearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Adansonia Digitata Seedate,"Humectant, Solvent"
Polyglyceryl-6 Apricot Kernelate,"Humectant, Solvent"
Polyglyceryl-6 Argan Kernelate,"Humectant, Solvent"
Polyglyceryl-6 Behenate,"Humectant, Solvent"
Polyglyceryl-6 Bis(Hydroxypropyl Ethylhexyl Ether),"Humectant, Solvent"
Polyglyceryl-6 Bis(Hydroxypropyl Lauryl Ether),"Humectant, Solvent"
Polyglyceryl-6 Caprate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Caprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Caprylate/Caprate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Citrullus Lanatus Seedate,"Humectant, Solvent"
Polyglyceryl-6 Dicaprate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Diisostearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Dioleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Dipalmitate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Distearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Heptacaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Hexaoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Hexastearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Isostearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Laurate,"Humectant, Solvent"
Polyglyceryl-6 Myristate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Myristyl Ether,"Humectant, Solvent"
Polyglyceryl-6 Octacaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Octastearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Oleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Palmitate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Palmitate/Succinate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Pentacaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Pentaoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Pentaricinoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Pentastearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Polyhydroxystearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Polyricinoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Ricinoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Schinziophyton Rautanenii Kernelate,"Humectant, Solvent"
Polyglyceryl-6 Sclerocarya Birrea Seedate,"Humectant, Solvent"
Polyglyceryl-6 Sesquicaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Sesquiisostearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Sesquistearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Stearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Tetrabehenate,"Humectant, Solvent"
Polyglyceryl-6 Tetracaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Tetraoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Tricaprylate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Trichilia Emetica Seedate,"Humectant, Solvent"
Polyglyceryl-6 Trilaurate,"Humectant, Solvent"
Polyglyceryl-6 Tristearate,"Emollient, Humectant, Solvent"
Polyglyceryl-6 Undecylenate,"Humectant, Solvent"
Polyglyceryl-6 Ximenia Americana Seedate,"Humectant, Solvent"
Polyglyceryl-8 C12-20 Acid Ester,"Emollient, Humectant, Solvent"
Polyglyceryl-8 Decabehenate/Caprate,"Emollient, Humectant, Solvent"
Polyglyceryl-8 Decaerucate/Decaisostearate/Decaricinoleate,"Emollient, Humectant, Solvent"
Polyglyceryl-8 Isostearyl Ether,"Humectant, Solvent"
Polyglyceryl-8 Oleate,"Emollient, Humectant, Solvent"
Polyglyceryl-8 Stearate,"Emollient, Humectant, Solvent"
Polygonatum Multiflorum Rhizome Extract,Active
Polygonatum Multiflorum Rhizome/Root Extract,Active
Polygonatum Odoratum Extract,Active
Polygonatum Odoratum Rhizome Extract,Active
Polygonatum Odoratum Root Extract,Active
Polygonatum Officinale Extract,Active
Polygonatum Officinale Rhizome/Root Extract,Active
Polygonatum Sibiricum Extract,Active
Polygonatum Sibiricum Rhizome Extract,Active
Polygonum Aviculare Extract,Active
Polygonum Bistorta Root Extract,Active
Polygonum Cuspidatum Extract,Active
Polygonum Cuspidatum Root Extract,Active
Polygonum Fagopyrum Callus Culture Extract,Active
Polygonum Fagopyrum Leaf Extract,Active
Polygonum Fagopyrum Seed Extract,Active
Polygonum Fagopyrum Sprout Extract,Active
Polygonum Fagopyrum Stem Extract,Active
Polygonum Falcatum Rhizome/Root Extract,Active
Polygonum Filiforme Flower/Leaf/Stem Extract,Active
Polygonum Hydropiper Extract,Active
Polygonum Multiflorum Callus Extract,Active
Polygonum Multiflorum Extract,Active
Polygonum Multiflorum Root Extract,Active
Polygonum Multiflorum Sprout Extract,Active
Polygonum Odoratum Extract,Active
Polygonum Odoratum Oil,Emollient
Polygonum Persicaria Extract,Active
Polygonum Punctatum Extract,Active
Polygonum Tataricum Bud/Seed Extract,Active
Polygonum Tinctorium Flower Extract,Active
Polygonum Tinctorium Leaf Extract,Active
Polygonum Tinctorium Leaf/Stem Extract,Active
Polylactate/Ricinoleate,"pH Adjuster, Emollient"
Polylactic Acid,"Exfoliant, Active"
Polymethacrylamidopropyltrimonium Methosulfate,Emulsifier
Polymethacryloyl Ethyl Betaine,Emulsifier
Polymethyl/Octyl/Phenyl/Propylsilsesquioxane Dimethicone Crosspolymer,Emollient
Polymnia Sonchifolia Root Extract,Active
Polyoxymethylene Glycol Urea,"Humectant, Solvent"
Polypentaerythrityl C5-10 Acid Esters,Emollient
Polypeptide-1,Active
Polypeptide-23,Active
Polyperfluoroethoxymethoxy Difluoroethyl Peg Diisostearate,"Emollient, Emulsifier"
Polyperfluoroethoxymethoxy Difluoroethyl Peg Ether,Emulsifier
Polyperfluoroethoxymethoxy Difluoroethyl Peg Phosphate,Emulsifier
Polyperfluoroethoxymethoxy Peg-2 Phosphate,Emulsifier
Polyphosphorylcholine Glycol Acrylate,"Humectant, Solvent"
Polypodium Decumanum Extract,Active
Polypodium Leucotomos Leaf Extract,Active
Polypodium Leucotomos Root Extract,Active
Polypodium Polypodioides Extract,Active
Polypodium Vulgare Rhizome Extract,Active
Polypodium Vulgare Root Extract,Active
Polyporus Umbellatus Extract,Active
Polypropanediol-4,"Humectant, Solvent"
Polypropanediol-5 Stearate,"Emollient, Humectant, Solvent"
Polypropanediol-5/Polyglycerin-3 Copolymer Sesquistearate,"Emollient, Humectant, Solvent"
Polyquaternium-10/Phosphorylcholine Glycol Acrylate Copolymer,"Humectant, Solvent"
Polysilicone-1,Emollient
Polysilicone-1 Crosspolymer,Emollient
Polysilicone-10,Emollient
Polysilicone-11,Emollient
Polysilicone-12,Emollient
Polysilicone-13,Emollient
Polysilicone-14,Emollient
Polysilicone-15,Emollient
Polysilicone-16,Emollient
Polysilicone-17,Emollient
Polysilicone-18,Emollient
Polysilicone-18 Cetyl Phosphate,Emollient
Polysilicone-18 Stearate,Emollient
Polysilicone-19,Emollient
Polysilicone-2,Emollient
Polysilicone-20,Emollient
Polysilicone-21,Emollient
Polysilicone-22,Emollient
Polysilicone-23,Emollient
Polysilicone-24,Emollient
Polysilicone-25,Emollient
Polysilicone-26,Emollient
Polysilicone-27,Emollient
Polysilicone-28,Emollient
Polysilicone-29,Emollient
Polysilicone-3,Emollient
Polysilicone-30,Emollient
Polysilicone-31,Emollient
Polysilicone-32,Emollient
Polysilicone-33,Emollient
Polysilicone-34,Emollient
Polysilicone-35,Emollient
Polysilicone-4,Emollient
Polysilicone-5,Emollient
Polysilicone-6,Emollient
Polysilicone-7,Emollient
Polysilicone-8,Emollient
Polysilicone-9,Emollient
Polysiphonia Brodiei Extract,Active
Polysiphonia Elongata Extract,Active
Polysiphonia Lanosa Extract,Active
Polysorbate 20,Emulsifier
Polysorbate 20 Dicinnamate,Emulsifier
Polysorbate 21,Emulsifier
Polysorbate 40,Emulsifier
Polysorbate 60,Emulsifier
Polysorbate 61,Emulsifier
Polysorbate 65,Emulsifier
Polysorbate 80,Emulsifier
Polysorbate 80 Acetate,Emulsifier
Polysorbate 80 Dicinnamate,Emulsifier
Polysorbate 81,Emulsifier
Polysorbate 85,Emulsifier
Polystichum Polyblepharum Extract,Active
Polystichum Retrosopalaceum Extract,Active
Polytetrafluoroethylene Acetoxypropyl Betaine,Emulsifier
Pomaderris Kumerahou Flower/Leaf Extract,Active
Pomegranate Fruit Peel Extract Octenylsuccinate,Active
Poncirus Trifoliata Fruit Extract,Active
Poncirus Trifoliata Fruit/(Ulmus Macrocarpa/Oenthera Odorata/Artemisia Princeps/Castor/Pinus Rigida/Pueraria Lobata) Leaf/Stem/Sucrose Ferment Filtrate,Active
Poncirus Trifoliata Fruit/Houttyunia Cordata/Hemerocallis Fulva Root Extract,Active
Poncirus Trifoliata Fruit/Sophora Flavescens Root/Duchesnea Chrysantha/Saururus Chinensis Leaf/Root/Houttyunia Cordata/Perilla Frutescens Leaf/Lonicera Japonica Flower Extract,Active
Pongamia Glabra Root Extract,Active
Pongamia Glabra Seed Oil,Emollient
Pongamia Pinnata Fruit Extract,Active
Pongamia Pinnata Leaf Extract,Active
Pongamia Pinnata Seed Extract,Active
Populus Alba Bark Extract,Active
Populus Nigra Bark/Bud/Leaf/Twig Extract,Active
Populus Nigra Bud Extract,Active
Populus Nigra Flower Extract,Active
Populus Tremula Flower Extract,Active
Populus Tremuloides Bark Extract,Active
Populus Tremuloides Flower Extract,Active
Poria Cocos Extract,Active
Poria Cocos Sclerotium Extract,Active
Porphyra Columbina Extract,Active
Porphyra Tenera Extract,Active
Porphyra Tenera Sporophyte Extract,Active
Porphyra Umbilicalis Extract,Active
Porphyra Yezoensis Extract,Active
Porphyridium Cruentum Extract,Active
Porphyridium Purpureum Extract,Active
Porphyridium/Zinc Ferment,Active
Portulaca Grandiflora Extract,Active
Portulaca Molokiniensis Callus Extract,Active
Portulaca Molokiniensis Extract,Active
Portulaca Oleracea Extract,Active
Portulaca Oleracea Flower/Leaf/Stem Extract,Active
Portulaca Pilosa Extract,Active
Posidonia Oceanica Extract,Active
Postelsia Palmaeformis Thallus Extract,Active
Potamogeton Crispus Extract,Active
Potassium Acrylates Copolymer,"Thickener, Stabilizer, Texture Enhancer"
Potassium Acrylates/C10-30 Alkyl Acrylate Crosspolymer,"Thickener, Stabilizer, Texture Enhancer"
Potassium Butyl Ester Of Pvm/Ma Copolymer,Emollient
Potassium Butylparaben,Preservative
Potassium Caprate,Emollient
Potassium Caprylate,Emollient
Potassium Caprylate/Caprate,Emollient
Potassium Carbomer,"Thickener, Stabilizer, Texture Enhancer"
Potassium Cocoyl (Arginine/Glutamic Acid/Isoleucine/Leucine/Lysine/Phenylalanine/Proline/Threonine/Valine),Emulsifier
Potassium Cocoyl Barley Amino Acids,Emulsifier
Potassium Cocoyl Glutamate,Emulsifier
Potassium Cocoyl Glycinate,Emulsifier
Potassium Cocoyl Hydrolyzed Casein,Emulsifier
Potassium Cocoyl Hydrolyzed Collagen,Emulsifier
Potassium Cocoyl Hydrolyzed Corn Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Keratin,Emulsifier
Potassium Cocoyl Hydrolyzed Oat Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Potato Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Rice Bran Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Rice Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Silk,Emulsifier
Potassium Cocoyl Hydrolyzed Soy Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Wheat Protein,Emulsifier
Potassium Cocoyl Hydrolyzed Yeast Protein,Emulsifier
Potassium Cocoyl Pca,Emulsifier
Potassium Cocoyl Proline,Emulsifier
Potassium Cocoyl Rice Amino Acids,Emulsifier
Potassium Cocoyl Sarcosinate,Emulsifier
Potassium Cocoyl Taurate,Emulsifier
Potassium Cocoyl/Olivoyl Hydrolyzed Rice Protein,Emulsifier
Potassium Cumenesulfonate,Emulsifier
Potassium Cyclocarboxypropyloleate,Emollient
Potassium Dimethicone Peg-7 Panthenyl Phosphate,"Emollient, Emulsifier"
Potassium Dimethicone Peg-7 Phosphate,"Emollient, Emulsifier"
Potassium Dodecylbenzenesulfonate,Emulsifier
Potassium Ethyl Ester Of Pvm/Ma Copolymer,Emollient
Potassium Ethylparaben,Preservative
Potassium Glutathione Isomerized Linoleate,Emollient
Potassium Glycol Sulfate,"Emulsifier, Humectant, Solvent"
Potassium Hydroxide,pH Adjuster
Potassium Hydroxystearate,Emollient
Potassium Isostearate,Emollient
Potassium Lactate,pH Adjuster
Potassium Laureth Phosphate,Emulsifier
Potassium Laureth-10 Carboxylate,Emulsifier
Potassium Laureth-3 Carboxylate,Emulsifier
Potassium Laureth-4 Carboxylate,Emulsifier
Potassium Laureth-5 Carboxylate,Emulsifier
Potassium Laureth-6 Carboxylate,Emulsifier
Potassium Lauryl Hydroxypropyl Sulfonate,Emulsifier
Potassium Lauryl Sulfate,Emulsifier
Potassium Linoleate,Emollient
Potassium Methyl Cocoyl Taurate,Emulsifier
Potassium Methylparaben,Preservative
Potassium Monopersulfate,Emulsifier
Potassium Myristate,Emollient
Potassium Oleate,Emollient
Potassium Oxidized Microcrystalline Wax,"Occlusive Agent, Texture Enhancer"
Potassium Palmitate,Emollient
Potassium Paraben,Preservative
Potassium Peg-50 Hydrogenated Castor Oil Succinate,"Emollient, Emulsifier"
Potassium Persulfate,Emulsifier
Potassium Phenylbenzimidazole Sulfonate,Emulsifier
Potassium Propylparaben,Preservative
Potassium Ricinoleate,Emollient
Potassium Sorbate,Preservative
Potassium Stearate,Emollient
Potassium Sulfate,Emulsifier
Potassium Thioglycolate,"Humectant, Solvent"
Potassium Toluenesulfonate,Emulsifier
Potassium Xylenesulfonate,Emulsifier
Potato Sh-Oligopeptide-1,Active
Potato Sh-Oligopeptide-2,Active
Potato Sh-Polypeptide-1,Active
Potato Sh-Polypeptide-11,Active
Potato Sh-Polypeptide-9,Active
Potentilla Anemonifolia Extract,Active
Potentilla Anserina Extract,Active
Potentilla Chinensis Callus Extract,Active
Potentilla Chinensis Extract,Active
Potentilla Chinensis Phytoplacenta Extract,Active
Potentilla Erecta Extract,Active
Potentilla Erecta Root Extract,Active
Potentilla Erecta Root/(Hamamelis Virginiana/Rosmarinus Officinalis/Salvia Officinalis) Leaf/Thymus Vulgaris Flower/Leaf/Stem Extract,"Active - Antioxidant, Active"
Potentilla Fragarioides Extract,Active
Potentilla Fulgens Extract,Active
Potentilla Miyabei Callus Extract,Active
Poterium Officinale Leaf Extract,Active
Poterium Officinale Root Extract,Active
Poterium Sanguisorba Root Extract,Active
Pothomorphe Umbellata Leaf Extract,Active
Pothomorphe Umbellata Root Extract,Active
Pourthiaea Villosa Leaf Extract,Active
Pouteria Lucuma Pulp Extract,Active
Pouteria Lucuma Seed Extract,Active
Pouteria Sapota Seed Butter,Emollient
Pouteria Sapota Seed Oil,Emollient
Pouzolzia Pentandra Extract,Active
Pouzolzia Zeylanica Leaf/Stem Extract,Active
Ppg/Peg-2/10 Glyceryl Cocoate,Emulsifier
Ppg-1/Peg-1 Stearamine,Emulsifier
Ppg-10 Butanediol,"Humectant, Solvent"
Ppg-10 Glyceryl Ether,"Humectant, Solvent"
Ppg-12 Butyl Ether Dimethicone,Emollient
Ppg-12 Dimethicone,Emollient
Ppg-12-Peg-50 Lanolin,Emulsifier
Ppg-12-Peg-65 Lanolin Oil,"Emollient, Emulsifier"
Ppg-14 Diglyceryl Ether,"Humectant, Solvent"
Ppg-14 Laureth-60 Hexyl Dicarbamate,Emulsifier
Ppg-14 Laureth-60 Isophoryl Dicarbamate,Emulsifier
Ppg-14 Polyglyceryl-2 Ether,"Humectant, Solvent"
Ppg-15 Isostearate,Emollient
Ppg-15 Stearate,Emollient
Ppg-16 Glyceryl Ether,"Humectant, Solvent"
Ppg-17 Dioleate,"Emollient, Humectant, Solvent"
Ppg-18 Diglyceryl Ether,"Humectant, Solvent"
Ppg-1-Peg-9 Lauryl Glycol Ether,Emulsifier
Ppg-2 C12-13 Pareth-8,Emulsifier
Ppg-2 C12-15 Pareth-6,Emulsifier
Ppg-2 C9-11 Pareth-11,Emulsifier
Ppg-2 C9-11 Pareth-5,Emulsifier
Ppg-2 C9-11 Pareth-7,Emulsifier
Ppg-2 C9-11 Pareth-8,Emulsifier
Ppg-2 Dimethicone,Emollient
Ppg-2 Glyceryl Ether,"Humectant, Solvent"
Ppg-2 Isostearate,Emollient
Ppg-2 Neopentyl Glycol Diacrylate,"Humectant, Solvent"
Ppg-2/Peg-8 Cocoate,Emulsifier
Ppg-20 Diglyceryl Ether,"Humectant, Solvent"
Ppg-20 Methyl Glucose Ether Distearate,Emollient
Ppg-20-Laureth-12,Emulsifier
Ppg-20-Peg-20 Hydrogenated Lanolin,Emulsifier
Ppg-23-Peg-4 Trimethylolpropane,Emulsifier
Ppg-24 Diglyceryl Ether,"Humectant, Solvent"
Ppg-24-Peg-21 Tallowaminopropylamine,Emulsifier
Ppg-25 Dimethicone,Emollient
Ppg-25-Laureth-25,Emulsifier
Ppg-25-Peg-25 Trimethylolpropane,Emulsifier
Ppg-26 Oleate,Emollient
Ppg-26/Dimer Dilinoleate Copolymer,Emollient
Ppg-27 Dimethicone,Emollient
Ppg-27 Glyceryl Ether,"Humectant, Solvent"
Ppg-2-Laureth-12,Emulsifier
Ppg-2-Laureth-5,Emulsifier
Ppg-2-Laureth-8,Emulsifier
Ppg-2-Peg-11 Hydrogenated Lauryl Alcohol Ether,Emulsifier
Ppg-3 Benzyl Ether Myristate,Emollient
Ppg-3 C12-14 Sec-Pareth-7,Emulsifier
Ppg-3 Glyceryl Ether,"Humectant, Solvent"
Ppg-3 Glyceryl Ether Diacrylate/Adipate,"Humectant, Solvent"
Ppg-3 Glyceryl Ether Triacrylate,"Humectant, Solvent"
Ppg-3 Hydrogenated Castor Oil,Emollient
Ppg-35/Ppg-51 Glyceryl Ether/Ipdi Crosspolymer,"Humectant, Solvent"
Ppg-36 Oleate,Emollient
Ppg-3-Laureth-10,Emulsifier
Ppg-3-Laureth-12,Emulsifier
Ppg-3-Laureth-8,Emulsifier
Ppg-3-Laureth-9,Emulsifier
Ppg-3-Peg-6 Oleyl Ether,Emulsifier
Ppg-4 C12-14 Sec-Pareth-5,Emulsifier
Ppg-4 C13-15 Pareth-15,Emulsifier
Ppg-4 Diglyceryl Ether,"Humectant, Solvent"
Ppg-4 Laureth-2,Emulsifier
Ppg-4 Laureth-5,Emulsifier
Ppg-4 Laureth-7,Emulsifier
Ppg-4 Oleth-10 Dimethicone,Emollient
Ppg-40-Peg-60 Lanolin Oil,"Emollient, Emulsifier"
Ppg-4-Laureth-15,Emulsifier
Ppg-5 C12-14 Sec-Pareth-7,Emulsifier
Ppg-5 C12-14 Sec-Pareth-9,Emulsifier
Ppg-5 C9-15 Pareth-6,Emulsifier
Ppg-50 Glyceryl Ether,"Humectant, Solvent"
Ppg-55 Glyceryl Ether,"Humectant, Solvent"
Ppg-5-Laureth-5,Emulsifier
Ppg-6 C12-15 Pareth-12,Emulsifier
Ppg-6 C12-18 Pareth-11,Emulsifier
Ppg-6 C9-11 Pareth-5,Emulsifier
Ppg-6 Glyceryl Ether,"Humectant, Solvent"
Ppg-65-Peg-5 Pentaerythrityl Ether,Emulsifier
Ppg-67 Glyceryl Ether,"Humectant, Solvent"
Ppg-68-Peg-10 Trimethylolpropane,Emulsifier
Ppg-6-Laureth-3,Emulsifier
Ppg-7/Peg-30 Phytosterol,Emulsifier
Ppg-70 Glyceryl Ether,"Humectant, Solvent"
Ppg-70 Polyglyceryl-10 Ether,"Humectant, Solvent"
Ppg-75-Peg-300 Hexylene Glycol,Emulsifier
Ppg-8 Glyceryl Ether,"Humectant, Solvent"
Ppg-8 Polyglyceryl-2 Ether,"Humectant, Solvent"
Ppg-8 Sorbitol Castor Oil,Emollient
Ppg-9 Diglyceryl Ether,"Humectant, Solvent"
Ppg-9 Glyceryl Ether,"Humectant, Solvent"
P-Phenylenediamine Sulfate,Emulsifier
Pratia Begonifolia Extract,Active
Premna Mollissima Leaf/Root Extract,Active
Premna Serratifolia Root Extract,Active
Primula Denticulata Leaf Extract,Active
Primula Sikkimensis Flower Extract,Active
Primula Veris Extract,Active
Primula Veris Flower Extract,Active
Primula Veris Seed Oil,Emollient
Primula Vulgaris Extract,Active
Prinsepia Utilis Seed Extract,Active
Prinsepia Utilis Seed Oil,Emollient
Promicromonospora Ferment Filtrate,Active
Propanediol,"Humectant, Solvent, Penetration Enhancer"
Propanediol Dicaprylate,"Emollient, Humectant, Solvent"
Propanediol Dicaprylate/Caprate,"Emollient, Humectant, Solvent"
Propanediol Diisostearate,"Emollient, Humectant, Solvent"
Propanediol Dipelargonate,"Humectant, Solvent"
Propanediol Rosinates,"Humectant, Solvent"
Propanediol Stearate,"Emollient, Humectant, Solvent"
Propanediyl 3-Hydroxycaprate,Emollient
Propionibacterium Acidipropionici/Soybean Extract Ferment Filtrate,Active
Propionibacterium Acnes/Propionibacterium Granulosum Extract,Active
Propolis Extract,Active
Propoxypropanediol,"Humectant, Solvent"
Propoxytetramethyl Piperidinyl Dimethicone,Emollient
Propyl C12-15 Pareth-8 Carboxylate,Emulsifier
Propyl Grapevine Shoot Extract Olivate,Active
Propyl Oleoyl Grape Seed Extract,"Active - Antioxidant, Active"
Propyl Trisiloxane,Emollient
Propylene Glycol,"Humectant, Solvent, Penetration Enhancer"
Propylene Glycol Alginate,"Humectant, Solvent"
Propylene Glycol Behenate,"Humectant, Solvent"
Propylene Glycol Butyl Ether,"Humectant, Solvent"
Propylene Glycol Capreth-4,"Humectant, Solvent"
Propylene Glycol Caprylate,"Emollient, Humectant, Solvent"
Propylene Glycol Ceteth-3 Acetate,"Humectant, Solvent"
Propylene Glycol Ceteth-3 Propionate,"Humectant, Solvent"
Propylene Glycol Citrate,"Humectant, Solvent"
Propylene Glycol Cocoate,"Humectant, Solvent"
Propylene Glycol Dibenzoate,"Humectant, Solvent"
Propylene Glycol Dicaprate,"Emollient, Humectant, Solvent"
Propylene Glycol Dicaproate,"Humectant, Solvent"
Propylene Glycol Dicaprylate,"Emollient, Humectant, Solvent"
Propylene Glycol Dicaprylate/Dicaprate,"Emollient, Humectant, Solvent"
Propylene Glycol Dicocoate,"Humectant, Solvent"
Propylene Glycol Diethylhexanoate,"Humectant, Solvent"
Propylene Glycol Diheptanoate,"Humectant, Solvent"
Propylene Glycol Diisononanoate,"Emollient, Humectant, Solvent"
Propylene Glycol Diisostearate,"Emollient, Humectant, Solvent"
Propylene Glycol Dilaurate,"Humectant, Solvent"
Propylene Glycol Dioleate,"Emollient, Humectant, Solvent"
Propylene Glycol Dipelargonate,"Humectant, Solvent"
Propylene Glycol Diricinoleate/Ipdi Copolymer,"Emollient, Humectant, Solvent"
Propylene Glycol Distearate,"Emollient, Humectant, Solvent"
Propylene Glycol Diundecanoate,"Humectant, Solvent"
Propylene Glycol Heptanoate,"Humectant, Solvent"
Propylene Glycol Hyaluronate,"Humectant, Solvent"
Propylene Glycol Hydroxystearate,"Emollient, Humectant, Solvent"
Propylene Glycol Isoceteth-3 Acetate,"Humectant, Solvent"
Propylene Glycol Isodeceth-12,"Humectant, Solvent"
Propylene Glycol Isodeceth-4,"Humectant, Solvent"
Propylene Glycol Isostearate,"Emollient, Humectant, Solvent"
Propylene Glycol Laurate,"Humectant, Solvent"
Propylene Glycol Laureth-6,"Emulsifier, Humectant, Solvent"
Propylene Glycol Linoleate,"Emollient, Humectant, Solvent"
Propylene Glycol Linolenate,"Humectant, Solvent"
Propylene Glycol Myristate,"Emollient, Humectant, Solvent"
Propylene Glycol Myristyl Ether,"Humectant, Solvent"
Propylene Glycol Myristyl Ether Acetate,"Humectant, Solvent"
Propylene Glycol Oleate,"Emollient, Humectant, Solvent"
Propylene Glycol Oleate Se,"Emollient, Humectant, Solvent"
Propylene Glycol Oleth-5,"Humectant, Solvent"
Propylene Glycol Propyl Ether,"Humectant, Solvent"
Propylene Glycol Ricinoleate,"Emollient, Humectant, Solvent"
